,intern_role,company_name,hiring_type,location,job_offer(LPA),duration(months),posted_time,early_applicant,apply_links,stipend_min,stipend_max
3456,Product Management,Pneuma,1.0,Bangalore,0.0,6.0,7,No,https://internshala.com/internship/detail/product-management-internship-in-bangalore-at-pneuma1749546583,12000.0,15000
3457,Full Stack Development,Pneuma,1.0,Bangalore,0.0,6.0,7,No,https://internshala.com/internship/detail/full-stack-development-internship-in-bangalore-at-pneuma1749546473,12000.0,15000
3458,Sales and Marketing,Vsol Company,0.0,Ahmedabad,0.0,6.0,7,yes,https://internshala.com/internship/detail/sales-and-marketing-internship-in-ahmedabad-at-vsol-company1749546020,11000.0,15000
3459,Graphic Design,SuperZop,0.0,"Thane,NaviMumbai,Kalyan,Mumbai,Vashi,Panvel",0.0,6.0,7,yes,https://internshala.com/internship/detail/graphic-design-internship-in-multiple-locations-at-superzop1749546087,5000.0,10000
3460,Gujarati Voice Artist For App Project,Indiaum Solutions,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-gujarati-voice-artist-for-app-project-internship-at-indiaum-solutions1749545963,1000.0,5000
3461,Sales and Marketing,GOLD QUOTIENT LLP,0.0,Gurgaon,0.0,2.0,7,No,https://internshala.com/internship/detail/sales-and-marketing-internship-in-gurgaon-at-gold-quotient-llp1749545929,4000.0,6000
3462,Human Resources (HR),Farmdidi,1.0,Pune,3.0,3.0,7,No,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-farmdidi1749545655,5000.0,10000
3463,Japanese Language,Kshitiksha Foundation,1.0,Workfromhome,0.0,2.0,7,yes,https://internshala.com/internship/detail/work-from-home-part-time-japanese-language-internship-at-kshitiksha-foundation1749545510,5000.0,10000
3464,Architecture,Yellow Ant Nest,0.0,Bangalore,0.0,4.0,7,yes,https://internshala.com/internship/detail/architecture-internship-in-bangalore-at-yellow-ant-nest1749545463,8500.0,9000
3465,Social Media,Empor Marcom,1.0,Noida,0.0,3.0,7,No,https://internshala.com/internship/detail/social-media-internship-in-noida-at-empor-marcom1749545419,5000.0,10000
3466,Video & Content Creator,R And D Control Systems,0.0,Delhi,0.0,6.0,7,yes,https://internshala.com/internship/detail/video-content-creator-internship-in-delhi-at-r-and-d-control-systems1749544537,8000.0,10000
3467,Sales and Marketing Manager,Narayan Buildcon - Decor Division,0.0,Mumbai,0.0,3.0,7,yes,https://internshala.com/internship/detail/sales-and-marketing-manager-internship-in-mumbai-at-narayan-buildcon-decor-division1749544379,2000.0,10000
3468,GPU Mining Infrastructure Manager,Blest Inn,0.0,Delhi,0.0,6.0,7,No,https://internshala.com/internship/detail/gpu-mining-infrastructure-manager-internship-in-delhi-at-blest-inn1749544100,7000.0,9000
3469,NGO Operations & Project Implementation,Rural Women Upliftment Association Of Assam,0.0,Guwahati,0.0,6.0,7,No,https://internshala.com/internship/detail/ngo-operations-project-implementation-internship-in-guwahati-at-rural-women-upliftment-association-of-assam1749543627,5000.0,10000
3470,Digital Marketing,Web Alchemy,0.0,Delhi,0.0,2.0,7,No,https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-web-alchemy1749536286,4000.0,7000
3471,LinkedIn Marketing,Scope For Change,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-linkedin-marketing-internship-at-scope-for-change1749543486,5000.0,10000
3472,Business Development (Sales),Crimson Insights Technologies LLP,0.0,Workfromhome,0.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-business-development-sales-internship-at-crimson-insights-technologies-llp1749536203,5000.0,10000
3473,Video Editing/Making,CareEase,0.0,Workfromhome,0.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-video-editing-making-internship-at-careease1749535928,5000.0,10000
3474,Spanish Language Teaching,Kshitiksha Foundation,1.0,Workfromhome,0.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-spanish-language-teaching-internship-at-kshitiksha-foundation1749543059,5000.0,10000
3475,French Teaching,Kshitiksha Foundation,1.0,Workfromhome,0.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-french-teaching-internship-at-kshitiksha-foundation1749542998,5000.0,10000
3476,German Teaching,Kshitiksha Foundation,1.0,Workfromhome,0.0,2.0,7,yes,https://internshala.com/internship/detail/work-from-home-part-time-german-teaching-internship-at-kshitiksha-foundation1749542932,5000.0,10000
3477,Digital Marketing,Launchigo Media Private Limited,0.0,Lucknow,2.5,6.0,7,No,https://internshala.com/internship/detail/digital-marketing-internship-in-lucknow-at-launchigo-media-private-limited1749535277,5000.0,10000
3478,Flutter Development,Paleru Technologies Private Limited,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-flutter-development-internship-at-paleru-technologies-private-limited1749535267,5000.0,10000
3479,Sales and Marketing,Sundating Wellness,0.0,Delhi,4.0,6.0,7,No,https://internshala.com/internship/detail/part-time-sales-and-marketing-internship-in-delhi-at-sundating-wellness1749535236,6000.0,26000
3480,Content and Social Media Marketing,King's Metwood,0.0,Gurgaon,0.0,6.0,7,No,https://internshala.com/internship/detail/content-and-social-media-marketing-internship-in-gurgaon-at-holatech-systems1749542397,12000.0,17000
3481,Online Elementary Education For School Kids,Vikalp India Private Limited,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-online-elementary-education-for-school-kids-internship-at-vikalp-india-private-limited1749542364,6000.0,9000
3482,Search Engine Optimization (SEO) Manager,Traffic Tail Technologies Private Limited,0.0,Delhi,0.0,6.0,7,yes,https://internshala.com/internship/detail/search-engine-optimization-seo-manager-internship-in-delhi-at-traffic-tail-technologies-private-limited1749542158,5000.0,10000
3483,SEO & Content Team Lead,The Affordable Organic Store,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-seo-content-team-lead-internship-at-the-affordable-organic-store1749542149,5000.0,10000
3484,Robotics,Gephr Labs,1.0,Hyderabad,0.0,6.0,7,No,https://internshala.com/internship/detail/robotics-internship-in-hyderabad-at-gephr-labs1749542057,15000.0,10000
3485,Operations,The Mindful Co,0.0,Jaipur,0.0,3.0,7,No,https://internshala.com/internship/detail/operations-internship-in-jaipur-at-the-mindful-co1749541937,5000.0,15000
3486,AI Agent Development,HEU Technologies Private Limited,1.0,Workfromhome,5.5,6.0,7,No,https://internshala.com/internship/detail/work-from-home-ai-agent-development-internship-at-heu-technologies-private-limited1749541889,5000.0,10000
3487,Sales and Marketing,Friday's Bakehouse,0.0,Chandigarh,0.0,3.0,7,yes,https://internshala.com/internship/detail/part-time-sales-and-marketing-internship-in-chandigarh-at-fridays-bakehouse1749541875,5000.0,10000
3488,Co-Thinking Strategy Assistant,MUHAMMED MUBASHIR,0.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-co-thinking-strategy-assistant-internship-at-muhammed-mubashir1749541855,5000.0,10000
3489,WordPress Website Management,The Legal Youngster,0.0,Workfromhome,0.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-wordpress-website-management-internship-at-the-legal-youngster1749541817,5000.0,10000
3490,Video Editing/Making,Zeta India,0.0,Bangalore,0.0,6.0,7,yes,https://internshala.com/internship/detail/video-editing-making-internship-in-bangalore-at-zeta-india1749541693,5000.0,10000
3491,"Branding, Marketing And Graphic Design",Brighter Mind Asset Management,0.0,"Delhi,Ghaziabad,Gurgaon,Noida",3.0,2.0,7,No,https://internshala.com/internship/detail/branding-marketing-and-graphic-design-internship-in-multiple-locations-at-brighter-mind-asset-management1749541449,2000.0,10000
3492,Graphic Design,Blossom India Foundation,0.0,Workfromhome,0.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-graphic-design-internship-at-blossom-india-foundation1749534008,5000.0,10000
3493,Social Media Marketing,Boutique Haat,0.0,Indore,0.0,3.0,7,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-indore-at-boutique-haat1749541251,3500.0,13000
3494,Website Designer,Raniac Technologies,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-website-designer-internship-at-raniac-technologies1749541230,5000.0,10000
3495,Industrial Design,Gudgudee,1.0,Bangalore,0.0,6.0,7,No,https://internshala.com/internship/detail/industrial-design-internship-in-bangalore-at-gudgudee1749541180,10000.0,15000
3496,Digital Operations,Viral Inbound,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-digital-operations-internship-at-viral-inbound1749541126,5000.0,10000
3497,Business Development (Sales),Skoodos (Spherion Solutions Private Limited),1.0,Gurgaon,0.0,3.0,7,No,https://internshala.com/internship/detail/business-development-sales-internship-in-gurgaon-at-skoodos-spherion-solutions-private-limited1749540957,5000.0,10000
3498,Telecalling,ROASwings Consultancy,0.0,Ahmedabad,0.0,3.0,7,yes,https://internshala.com/internship/detail/telecalling-internship-in-ahmedabad-at-roaswings-consultancy1749540904,5000.0,15000
3499,Search Engine Optimization (SEO),Pinacle Web India,0.0,"Thane,NaviMumbai,Mumbai,Vashi,Panvel",2.0,3.0,7,yes,https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-multiple-locations-at-pinacle-web-india1749533433,5000.0,10000
3500,Content and Social Media Marketing,Novel Group,0.0,Workfromhome,0.0,2.0,7,yes,https://internshala.com/internship/detail/work-from-home-content-and-social-media-marketing-internship-at-novel-group1749540602,5000.0,10000
3501,Teaching,YOUNG STAR ACADEMY,0.0,Amritsar,0.0,3.0,7,No,https://internshala.com/internship/detail/teaching-internship-in-amritsar-at-young-star-academy1749540530,20000.0,10000
3502,Sales and Marketing,Urja Talents,0.0,"Thane,Mumbai,Virar,Vasai,Vasai-Virar",0.0,6.0,7,yes,https://internshala.com/internship/detail/sales-and-marketing-internship-in-multiple-locations-at-urja-talents1749540452,4000.0,10000
3503,Marketing,Flames Of Candle,0.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-marketing-internship-at-shruti-sagar1749540232,5000.0,10000
3504,Corporate Sales,Frisky Global,0.0,Delhi,0.0,6.0,7,No,https://internshala.com/internship/detail/corporate-sales-internship-in-delhi-at-frisky-global1749540203,8000.0,18000
3505,Content and Social Media Marketing,Chilekotha Studios,0.0,Kolkata,0.0,6.0,7,No,https://internshala.com/internship/detail/part-time-content-and-social-media-marketing-internship-in-kolkata-at-chilekotha-studios1749540128,2000.0,3000
3506,Fashion Design And Merchandising,Shramdaan,0.0,"Deori,Sagar",0.0,2.0,7,yes,https://internshala.com/internship/detail/fashion-design-and-merchandising-internship-in-multiple-locations-at-shramdaan1749540038,8000.0,12000
3507,Business Development (Sales),Ultracures Technologies Private Limited,0.0,Workfromhome,0.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-business-development-sales-internship-at-ultracures-technologies-private-limited1749532508,5000.0,7000
3508,Accounting & Taxation,Audio Wizard,0.0,Hyderabad,0.0,6.0,7,No,https://internshala.com/internship/detail/part-time-accounting-taxation-internship-in-hyderabad-at-audio-wizard1749539739,5000.0,8000
3509,Lead Generation,Devappment Technologies Private Limited,0.0,Delhi,0.0,4.0,7,yes,https://internshala.com/internship/detail/part-time-lead-generation-internship-in-delhi-at-devappment-technologies-private-limited1749539672,5000.0,10000
3510,Accounts Executive,Qualitas Technologies Private Limited,0.0,"Bangarapet,Bangalore",0.0,3.0,7,No,https://internshala.com/internship/detail/accounts-executive-internship-in-multiple-locations-at-qualitas-technologies-private-limited1749539502,5000.0,10000
3511,Psychology,Aabhaar Innovation Solutions,0.0,Gurgaon,5.0,3.0,7,No,https://internshala.com/internship/detail/psychology-internship-in-gurgaon-at-aabhaar-innovation-solutions1749539396,5000.0,10000
3512,Video Editing/Making,Let's Build Brands Media Private Limited,0.0,"Delhi,Gurgaon,Noida",0.0,6.0,7,yes,https://internshala.com/internship/detail/video-editing-making-internship-in-multiple-locations-at-lets-build-brands-media-private-limited1749532158,6000.0,15000
3513,Content Writer,Career Launcher,0.0,Delhi,0.0,6.0,7,No,https://internshala.com/internship/detail/content-writer-internship-in-delhi-at-nikita-sharma1749539210,5000.0,10000
3514,iPhone Mobile Photographer For Photography Tasks,Indiaum Solutions,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-iphone-mobile-photographer-for-photography-tasks-internship-at-indiaum-solutions1749539060,7000.0,15000
3515,Founders Associate,Rayverie Consumer Private Limited,0.0,Jaipur,0.0,3.0,7,No,https://internshala.com/internship/detail/founders-associate-internship-in-jaipur-at-rayverie-consumer-private-limited1749539010,7000.0,13500
3516,Sales,Prime Enterprises,1.0,NalaSopara,0.0,3.0,7,No,https://internshala.com/internship/detail/part-time-sales-internship-in-nala-sopara-at-prime-enterprises1749538992,12000.0,15000
3517,Event Management,KERMIS EVENTS PRIVATE LIMITED,1.0,Mumbai,0.0,3.0,7,No,https://internshala.com/internship/detail/event-management-internship-in-mumbai-at-kermis-events-private-limited1749538753,8000.0,15000
3518,Business Development (Sales),EduCreative Digication (OPC) Pvt. Ltd,1.0,Kolkata,2.0,6.0,7,No,https://internshala.com/internship/detail/business-development-sales-internship-in-kolkata-at-educreative-digication-opc-pvt-ltd1749538441,11000.0,18000
3519,Creative Design,LuxeHaus Private Limited,0.0,Bangalore,0.0,3.0,7,yes,https://internshala.com/internship/detail/creative-design-internship-in-bangalore-at-luxehaus-private-limited1749538427,6000.0,15000
3520,Graphic Design,Lagorii,1.0,Bangalore,3.0,3.0,7,No,https://internshala.com/internship/detail/graphic-design-internship-in-bangalore-at-lagorii1749537538,12000.0,15000
3521,Human Resources (HR),Arin Consultancy Private Limited,0.0,Gandhinagar,0.0,3.0,7,No,https://internshala.com/internship/detail/human-resources-hr-internship-in-gandhinagar-at-arin-consultancy-private-limited1749530793,5000.0,10000
3522,Content Creator & Social Media Marketing Intern,Ryshm,0.0,Bangalore,0.0,3.0,7,yes,https://internshala.com/internship/detail/part-time-content-creator-social-media-marketing-intern-internship-in-bangalore-at-ryshm1749537989,7000.0,10000
3523,Finance,IREED Academy India Private Limited,1.0,Gurgaon,0.0,3.0,7,No,https://internshala.com/internship/detail/finance-internship-in-gurgaon-at-ireed-academy-india-private-limited1749537609,10000.0,12000
3524,Human Resources (HR),Apedzii Consulting Private Limited,1.0,Ahmedabad,0.0,6.0,7,No,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-apedzii-consulting-private-limited1749537557,4000.0,7500
3525,Content and Social Media Marketing,Talview,1.0,Bangalore,0.0,3.0,7,No,https://internshala.com/internship/detail/marketing-internship-in-bangalore-at-talview1749537403,10000.0,15000
3526,Talent Acquisition,Aliment Solutions,1.0,Noida,0.0,3.0,14,No,https://internshala.com/internship/detail/talent-acquisition-internship-in-noida-at-aliment-solutions1749537076,5000.0,10000
3527,Content and Social Media Marketing,Nainaz Irani,0.0,Mumbai,0.0,6.0,14,No,https://internshala.com/internship/detail/part-time-content-and-social-media-marketing-internship-in-mumbai-at-nainaz-irani1749536784,4000.0,6000
3528,Senior Psychological Counselor & Chief Mentor,3mguru,1.0,Workfromhome,3.0,3.0,14,No,https://internshala.com/internship/detail/work-from-home-senior-psychological-counselor-chief-mentor-internship-at-3mguru1749536737,7500.0,10000
3529,Marketing,Myroom Mychoice,0.0,Kota,0.0,2.0,14,yes,https://internshala.com/internship/detail/part-time-marketing-internship-in-kota-at-myroom-mychoice1749536473,3500.0,30000
3530,Content and Social Media Marketing,Velvetek Systems,0.0,Thrissur,0.0,3.0,14,yes,https://internshala.com/internship/detail/content-and-social-media-marketing-internship-in-thrissur-at-velvetek-systems1749536152,7001.0,22000
